Mata_Uang,Usia,Gender,Plan,Term,PPP,100_Ribu,150_Ribu,200_Ribu,250_Ribu,300_Ribu,350_Ribu,500_Ribu,750_Ribu,1_Juta,5_Juta
IDR,54,PRIA,Flexi Cermat,15,5,155.0,232.5,310.0,387.6,465.1,542.6,775.1,1,162.7,1,550.2,7,751.0
IDR,54,PRIA,Flexi Cermat,,10,86.7,130.0,173.4,216.7,260.0,303.4,433.4,650.1,866.8,4,334.0
IDR,54,PRIA,Flexi Cermat,25,5,97.2,145.9,194.5,243.1,291.7,340.3,486.2,700.0,907.6,4,538.0
IDR,54,PRIA,Flexi Cermat,,10,57.8,81.3,108.4,135.5,162.6,189.7,271.0,406.5,542.0,2,529.5
IDR,54,PRIA,Flexi Cermat,,15,43.2,64.8,81.0,101.3,121.5,141.8,202.5,303.8,405.0,1,890.0
IDR,54,PRIA,Flexi Cermat,35,5,80.0,119.9,159.9,199.9,239.9,279.9,399.8,599.7,746.3,3,731.5
IDR,54,PRIA,Flexi Cermat,,10,46.4,69.6,87.0,108.8,130.6,152.3,217.6,326.4,435.2,2,031.0
IDR,54,PRIA,Flexi Cermat,,15,34.3,51.5,68.7,80.5,96.6,112.7,161.0,241.4,321.9,1,502.0
USD,54,PRIA,Flexi Amanah,YRT,1,1270,1905,2540,3175,3810,4445,6350,9525,12700,63500
USD,54,PRIA,Flexi Amanah,5,5,1516,2274,3032,3790,4548,5306,7580,11370,15160,75800
USD,54,PRIA,Flexi Amanah,10,10,1789,2684,3578,4473,5367,6262,8945,13418,17890,89450
USD,54,PRIA,Flexi Berkah,56,5,16821,25232,33642,42053,50463,58874,78500,117750,157000,785000
USD,54,PRIA,Flexi Berkah,,10,8761,13142,17522,21903,26283,30664,43805,65708,81770,408850
USD,54,PRIA,Flexi Berkah,,15,6509,9153,12204,15255,18306,21357,30510,45765,61020,284750
USD,54,PRIA,Flexi Cermat,15,5,17923,26885,35846,44808,53769,62731,89615,134423,179230,896150
USD,54,PRIA,Flexi Cermat,,10,9618,14427,19236,24045,28854,33663,48090,72135,96180,480900
USD,54,PRIA,Flexi Cermat,25,5,15165,22748,30330,37913,45495,53078,70770,106155,141540,707700
USD,54,PRIA,Flexi Cermat,,10,7775,11663,15550,19438,23325,27213,38875,58313,72570,362850
USD,54,PRIA,Flexi Cermat,,15,5566,7827,10436,13045,15654,18263,26090,39135,52180,243500
USD,54,PRIA,Flexi Cermat,35,5,13637,20456,27274,34093,40911,47730,68185,95453,127270,636350
USD,54,PRIA,Flexi Cermat,,10,7458,10488,13984,17480,20976,24472,34960,52440,69920,326300
USD,54,PRIA,Flexi Cermat,,15,4874,7311,9140,11425,13710,15995,22850,34275,45700,213250
IDR,54,WANITA,Flexi Amanah,YRT,1,8.8,13.1,17.5,21.9,26.3,30.6,43.8,65.6,87.5,437.5
IDR,54,WANITA,Flexi Amanah,5,5,9.7,14.6,19.4,24.3,29.1,34.0,48.6,72.8,97.1,485.5
IDR,54,WANITA,Flexi Amanah,10,10,11.0,16.5,22.0,27.5,33.0,38.5,55.0,82.5,110.0,550.0
IDR,54,WANITA,Flexi Berkah,56,5,124.3,186.5,248.6,310.8,372.9,435.1,621.5,870.1,1,160.1,5,800.5
IDR,54,WANITA,Flexi Berkah,,10,64.7,91.0,121.4,151.7,182.1,212.4,303.5,455.2,606.9,2,832.0
IDR,54,WANITA,Flexi Berkah,,15,47.2,70.7,88.4,110.5,132.6,154.7,221.1,331.6,442.1,2,063.0
IDR,54,WANITA,Flexi Cermat,15,5,146.7,220.1,293.4,366.8,440.1,513.5,733.5,1,100.3,1,467.0,7,335.0
IDR,54,WANITA,Flexi Cermat,,10,84.2,126.2,168.3,210.4,252.5,294.5,420.8,631.1,841.5,4,207.5
IDR,54,WANITA,Flexi Cermat,25,5,90.0,135.0,179.9,224.9,269.9,314.9,449.9,674.8,839.7,4,198.5
IDR,54,WANITA,Flexi Cermat,,10,52.1,75.0,97.7,122.1,146.6,171.0,244.3,366.4,488.5,2,279.5
IDR,54,WANITA,Flexi Cermat,,15,37.6,56.4,75.0,88.2,105.8,123.4,176.4,264.5,352.7,1,646.0
IDR,54,WANITA,Flexi Cermat,35,5,65.9,92.6,123.5,154.4,185.3,216.2,308.8,463.2,617.6,2,882.5
IDR,54,WANITA,Flexi Cermat,,10,37.5,56.2,75.0,87.9,105.4,123.0,175.7,263.6,351.4,1,640.0
IDR,54,WANITA,Flexi Cermat,,15,26.6,39.8,53.1,66.4,75.0,87.2,124.5,186.8,249.0,1,162.0
USD,54,WANITA,Flexi Amanah,YRT,1,875,1313,1750,2188,2625,3063,4375,6563,8750,43750
USD,54,WANITA,Flexi Amanah,5,5,971,1457,1942,2428,2913,3399,4855,7283,9710,48550
USD,54,WANITA,Flexi Amanah,10,10,1100,1650,2200,2750,3300,3850,5500,8250,11000,55000
USD,54,WANITA,Flexi Berkah,56,5,16019,24029,32038,40048,48057,56067,74755,112133,149510,747550
USD,54,WANITA,Flexi Berkah,,10,8343,12515,16686,20858,25029,29201,41715,62573,77870,389350
USD,54,WANITA,Flexi Berkah,,15,6182,8693,11590,14488,17385,20283,28975,43463,57950,270450
USD,54,WANITA,Flexi Cermat,15,5,17912,26868,35824,44780,53736,62692,89560,134340,179120,895600
USD,54,WANITA,Flexi Cermat,,10,9519,14279,19038,23798,28557,33317,47595,71393,95190,475950
USD,54,WANITA,Flexi Cermat,25,5,14615,21923,29230,36538,43845,51153,70000,102300,136400,682000
USD,54,WANITA,Flexi Cermat,,10,7582,11373,15164,18955,22746,26537,37910,56865,70760,353800
USD,54,WANITA,Flexi Cermat,,15,5474,7698,10264,12830,15396,17962,25660,38490,51320,239500
USD,54,WANITA,Flexi Cermat,35,5,12391,18587,24782,30978,37173,43369,61955,86738,115650,578250
USD,54,WANITA,Flexi Cermat,,10,6822,9594,12792,15990,19188,22386,31980,47970,63960,298500
USD,54,WANITA,Flexi Cermat,,15,4426,6639,8300,10375,12450,14525,20750,31125,41500,193650
IDR,55,PRIA,Flexi Amanah,YRT,1,13.6,20.4,27.2,34.1,40.9,47.7,68.1,102.2,136.2,681.0
IDR,55,PRIA,Flexi Amanah,5,5,16.3,24.5,32.6,40.8,49.0,57.1,81.6,122.4,163.2,816.0
IDR,55,PRIA,Flexi Amanah,10,10,19.5,29.2,38.9,48.6,58.4,68.1,97.3,145.9,194.5,972.5
IDR,55,PRIA,Flexi Berkah,55,5,147.8,221.7,295.7,369.6,443.5,517.4,700.0,1,034.9,1,379.8,6,899.0
IDR,55,PRIA,Flexi Berkah,,10,77.0,115.5,154.0,192.5,231.0,269.5,385.0,577.5,718.6,3,593.0
IDR,55,PRIA,Flexi Berkah,,15,55.9,78.5,104.7,130.9,157.1,183.3,261.8,392.7,523.6,2,443.5
IDR,55,PRIA,Flexi Cermat,15,5,155.9,233.8,311.8,389.7,467.7,545.6,779.5,1,169.2,1,558.9,7,794.5
IDR,55,PRIA,Flexi Cermat,,10,87.4,131.1,174.8,218.5,262.1,305.8,436.9,655.4,873.8,4,369.0
IDR,55,PRIA,Flexi Cermat,25,5,98.8,148.2,197.6,247.0,296.4,345.8,494.1,700.0,922.2,4,611.0
IDR,55,PRIA,Flexi Cermat,,10,58.9,82.8,110.4,138.1,165.7,193.3,276.1,414.2,552.2,2,577.0
IDR,55,PRIA,Flexi Cermat,,15,44.0,66.0,82.5,103.1,123.8,144.4,206.3,309.4,412.5,1,925.0
IDR,55,PRIA,Flexi Cermat,35,5,83.0,124.5,166.0,207.5,249.0,290.5,415.0,622.4,774.6,3,873.0
IDR,55,PRIA,Flexi Cermat,,10,48.3,72.4,90.5,113.1,135.7,158.3,226.2,339.2,452.3,2,111.0
IDR,55,PRIA,Flexi Cermat,,15,35.7,53.5,71.3,83.6,100.3,117.0,167.1,250.7,334.2,1,559.5
USD,55,PRIA,Flexi Amanah,YRT,1,1362,2043,2724,3405,4086,4767,6810,10215,13620,68100
USD,55,PRIA,Flexi Amanah,5,5,1632,2448,3264,4080,4896,5712,8160,12240,16320,81600
USD,55,PRIA,Flexi Amanah,10,10,1945,2918,3890,4863,5835,6808,9725,14588,19450,97250
USD,55,PRIA,Flexi Berkah,55,5,17074,25611,34148,42685,51222,59759,79680,119520,159360,796800
USD,55,PRIA,Flexi Berkah,,10,8893,13340,17786,22233,26679,31126,44465,66698,83000,415000
USD,55,PRIA,Flexi Berkah,,15,6589,9266,12354,15443,18531,21620,30885,46328,61770,288250
USD,55,PRIA,Flexi Cermat,15,5,17992,26988,35984,44980,53976,62972,89960,134940,179920,899600
USD,55,PRIA,Flexi Cermat,,10,9663,14495,19326,24158,28989,33821,48315,72473,96630,483150
USD,55,PRIA,Flexi Cermat,25,5,15634,23451,31268,39085,46902,54719,72960,109440,145920,729600
USD,55,PRIA,Flexi Cermat,,10,8019,12029,16038,20048,24057,28067,40095,60143,74840,374200
USD,55,PRIA,Flexi Cermat,,15,5739,8072,10762,13453,16143,18834,26905,40358,53810,251100
USD,55,PRIA,Flexi Cermat,35,5,14174,21261,28348,35435,42522,49609,70000,99218,132290,661450
USD,55,PRIA,Flexi Cermat,,10,7500,10902,14536,18170,21804,25438,36340,54510,70000,339150
USD,55,PRIA,Flexi Cermat,,15,5417,7617,10156,12695,15234,17773,25390,38085,50780,237000
IDR,55,WANITA,Flexi Amanah,YRT,1,9.4,14.1,18.8,23.5,28.2,32.9,47.1,70.6,94.1,470.5
IDR,55,WANITA,Flexi Amanah,5,5,10.4,15.6,20.8,26.0,31.2,36.4,52.0,78.0,104.0,520.0
IDR,55,WANITA,Flexi Amanah,10,10,11.8,17.7,23.6,29.5,35.3,41.2,58.9,88.4,117.8,589.0
IDR,55,WANITA,Flexi Berkah,55,5,132.1,198.1,264.1,330.1,396.2,462.2,660.3,924.3,1,232.4,6,162.0
IDR,55,WANITA,Flexi Berkah,,10,68.8,96.7,129.0,161.2,193.4,225.7,322.4,483.6,644.8,3,009.0
IDR,55,WANITA,Flexi Berkah,,15,50.4,75.0,94.4,118.0,141.6,165.2,236.1,354.1,472.1,2,203.0
IDR,55,WANITA,Flexi Cermat,15,5,147.5,221.3,295.0,368.8,442.6,516.3,737.6,1,106.4,1,475.2,7,376.0
IDR,55,WANITA,Flexi Cermat,,10,84.8,127.2,169.7,212.1,254.5,296.9,424.2,636.2,848.3,4,241.5
IDR,55,WANITA,Flexi Cermat,25,5,91.0,136.4,181.9,227.4,272.9,318.3,454.8,682.1,848.9,4,244.5
IDR,55,WANITA,Flexi Cermat,,10,53.2,75.0,99.7,124.6,149.6,174.5,249.3,373.9,498.5,2,326.0
IDR,55,WANITA,Flexi Cermat,,15,38.2,57.3,75.0,89.5,107.4,125.3,179.0,268.5,358.0,1,670.5
IDR,55,WANITA,Flexi Cermat,35,5,68.9,96.8,129.1,161.4,193.7,226.0,322.8,484.2,645.6,3,013.0
IDR,55,WANITA,Flexi Cermat,,10,38.8,58.2,75.0,90.9,109.1,127.3,181.8,272.7,363.6,1,697.0
IDR,55,WANITA,Flexi Cermat,,15,27.3,41.0,54.7,68.4,76.9,89.7,128.2,192.3,256.4,1,196.5
USD,55,WANITA,Flexi Amanah,YRT,1,941,1412,1882,2353,2823,3294,4705,7058,9410,47050
USD,55,WANITA,Flexi Amanah,5,5,1040,1560,2080,2600,3120,3640,5200,7800,10400,52000
USD,55,WANITA,Flexi Amanah,10,10,1178,1767,2356,2945,3534,4123,5890,8835,11780,58900
USD,55,WANITA,Flexi Berkah,55,5,16259,24389,32518,40648,48777,56907,75875,113813,151750,758750
USD,55,WANITA,Flexi Berkah,,10,8468,12702,16936,21170,25404,29638,42340,63510,79040,395200
USD,55,WANITA,Flexi Berkah,,15,6274,8823,11764,14705,17646,20587,29410,44115,58820,274500
USD,55,WANITA,Flexi Cermat,15,5,17981,26972,35962,44953,53943,62934,89905,134858,179810,899050
USD,55,WANITA,Flexi Cermat,,10,9563,14345,19126,23908,28689,33471,47815,71723,95630,478150
USD,55,WANITA,Flexi Cermat,25,5,15069,22604,30138,37673,45207,52742,70320,105480,140640,703200
USD,55,WANITA,Flexi Cermat,,10,7817,11726,15634,19543,23451,27360,39085,58628,72950,364750
USD,55,WANITA,Flexi Cermat,,15,5637,7928,10570,13213,15855,18498,26425,39638,52850,246600
USD,55,WANITA,Flexi Cermat,35,5,12887,19331,25774,32218,38661,45105,64435,90203,120270,601350
USD,55,WANITA,Flexi Cermat,,10,7103,9989,13318,16648,19977,23307,33295,49943,66590,310750
USD,55,WANITA,Flexi Cermat,,15,4593,6890,8612,10765,12918,15071,21530,32295,43060,200950
IDR,56,PRIA,Flexi Amanah,YRT,1,15.3,22.9,30.6,38.2,45.8,53.5,76.4,114.6,152.8,764.0
IDR,56,PRIA,Flexi Amanah,5,5,18.4,27.6,36.7,45.9,55.1,64.3,91.9,137.8,183.7,918.5
IDR,56,PRIA,Flexi Amanah,10,10,22.0,33.0,44.0,55.0,65.9,76.9,109.9,164.9,219.8,1,099.0
IDR,56,PRIA,Flexi Berkah,54,5,148.8,223.1,297.5,371.9,446.3,520.7,700.0,1,041.3,1,388.4,6,942.0
IDR,56,PRIA,Flexi Berkah,,10,77.5,116.2,155.0,193.7,232.4,271.2,387.4,581.1,723.1,3,615.5
IDR,56,PRIA,Flexi Berkah,,15,56.1,78.8,105.1,131.4,157.7,183.9,262.8,394.1,525.5,2,452.0
IDR,56,PRIA,Flexi Cermat,15,5,156.8,235.1,313.5,391.9,470.3,548.7,783.8,1,175.7,1,567.6,7,838.0
IDR,56,PRIA,Flexi Cermat,,10,88.1,132.1,176.1,220.2,264.2,308.2,440.4,660.5,880.7,4,403.5
IDR,56,PRIA,Flexi Cermat,25,5,102.3,153.4,204.6,255.7,306.9,358.0,511.5,716.0,954.7,4,773.5
IDR,56,PRIA,Flexi Cermat,,10,60.9,85.6,114.2,142.7,171.2,199.8,285.4,428.1,570.8,2,664.0
IDR,56,PRIA,Flexi Cermat,,15,45.7,68.6,85.7,107.2,128.6,150.0,214.4,321.5,428.7,2,000.5
IDR,56,PRIA,Flexi Cermat,35,5,87.7,131.6,175.4,219.3,263.1,307.0,438.6,657.8,818.6,4,093.0
IDR,56,PRIA,Flexi Cermat,,10,50.6,75.0,94.9,118.6,142.3,166.0,237.2,355.8,474.4,2,214.0
IDR,56,PRIA,Flexi Cermat,,15,37.8,56.7,75.0,88.6,106.3,124.0,177.2,265.7,354.3,1,653.5
USD,56,PRIA,Flexi Amanah,YRT,1,1528,2292,3056,3820,4584,5348,7640,11460,15280,76400
USD,56,PRIA,Flexi Amanah,5,5,1837,2756,3674,4593,5511,6430,9185,13778,18370,91850
USD,56,PRIA,Flexi Amanah,10,10,2198,3297,4396,5495,6594,7693,10990,16485,21980,109900
USD,56,PRIA,Flexi Berkah,54,5,17429,26144,34858,43573,52287,61002,81335,122003,162670,813350
USD,56,PRIA,Flexi Berkah,,10,9077,13616,18154,22693,27231,31770,45385,68078,84720,423600
USD,56,PRIA,Flexi Berkah,,15,6693,9413,12550,15688,18825,21963,31375,47063,62750,292800
USD,56,PRIA,Flexi Cermat,15,5,18060,27090,36120,45150,54180,63210,90300,135450,180600,903000
USD,56,PRIA,Flexi Cermat,,10,9688,14532,19376,24220,29064,33908,48440,72660,96880,484400
USD,56,PRIA,Flexi Cermat,25,5,15809,23714,31618,39523,47427,55332,73775,110663,147550,737750
USD,56,PRIA,Flexi Cermat,,10,8110,12165,16220,20275,24330,28385,40550,60825,75690,378450
USD,56,PRIA,Flexi Cermat,,15,5842,8216,10954,13693,16431,19170,27385,41078,54770,255600
USD,56,PRIA,Flexi Cermat,35,5,14609,21914,29218,36523,43827,51132,70000,102263,136350,681750
USD,56,PRIA,Flexi Cermat,,10,7500,11241,14988,18735,22482,26229,37470,56205,70000,349700
USD,56,PRIA,Flexi Cermat,,15,5567,7829,10438,13048,15657,18267,26095,39143,52190,243550
IDR,56,WANITA,Flexi Amanah,YRT,1,10.1,15.1,20.1,25.2,30.2,35.2,50.4,75.5,100.7,503.5
IDR,56,WANITA,Flexi Amanah,5,5,11.4,17.1,22.8,28.5,34.1,39.8,56.9,85.4,113.8,569.0
IDR,56,WANITA,Flexi Amanah,10,10,13.1,19.7,26.2,32.8,39.3,45.9,65.5,98.3,131.0,655.0
IDR,56,WANITA,Flexi Berkah,54,5,133.3,199.9,266.6,333.2,399.8,466.5,666.4,932.9,1,243.9,6,219.5
IDR,56,WANITA,Flexi Berkah,,10,69.4,97.6,130.2,162.7,195.2,227.8,325.4,488.1,650.8,3,037.0
IDR,56,WANITA,Flexi Berkah,,15,50.5,75.0,94.6,118.3,142.0,165.6,236.6,354.9,473.2,2,208.0
IDR,56,WANITA,Flexi Cermat,15,5,148.3,222.5,296.7,370.9,445.0,519.2,741.7,1,112.6,1,483.4,7,417.0
IDR,56,WANITA,Flexi Cermat,,10,85.5,128.3,171.0,213.8,256.5,299.3,427.6,641.3,855.1,4,275.5
IDR,56,WANITA,Flexi Cermat,25,5,92.5,138.7,184.9,231.1,277.4,323.6,462.3,693.4,862.9,4,314.5
IDR,56,WANITA,Flexi Cermat,,10,54.0,75.9,101.2,126.5,151.8,177.1,253.0,379.4,505.9,2,361.0
IDR,56,WANITA,Flexi Cermat,,15,38.8,58.3,75.0,91.0,109.2,127.4,182.1,273.1,364.1,1,699.5
IDR,56,WANITA,Flexi Cermat,35,5,71.8,101.0,134.7,168.4,202.1,235.7,336.8,505.1,673.5,3,143.0
IDR,56,WANITA,Flexi Cermat,,10,40.7,61.0,76.2,95.3,114.3,133.4,190.6,285.8,381.1,1,778.5
IDR,56,WANITA,Flexi Cermat,,15,28.6,42.9,57.2,71.5,80.4,93.8,134.1,201.1,268.1,1,251.0
USD,56,WANITA,Flexi Amanah,YRT,1,1007,1511,2014,2518,3021,3525,5035,7553,10070,50350
USD,56,WANITA,Flexi Amanah,5,5,1138,1707,2276,2845,3414,3983,5690,8535,11380,56900
USD,56,WANITA,Flexi Amanah,10,10,1310,1965,2620,3275,3930,4585,6550,9825,13100,65500
USD,56,WANITA,Flexi Berkah,54,5,16596,24894,33192,41490,49788,58086,77450,116175,154900,774500
USD,56,WANITA,Flexi Berkah,,10,8644,12966,17288,21610,25932,30254,43220,64830,80680,403400
USD,56,WANITA,Flexi Berkah,,15,6404,9006,12008,15010,18012,21014,30020,45030,60040,280200
USD,56,WANITA,Flexi Cermat,15,5,18049,27074,36098,45123,54147,63172,90245,135368,180490,902450
USD,56,WANITA,Flexi Cermat,,10,9588,14382,19176,23970,28764,33558,47940,71910,95880,479400
USD,56,WANITA,Flexi Cermat,25,5,15264,22896,30528,38160,45792,53424,71230,106845,142460,712300
USD,56,WANITA,Flexi Cermat,,10,7918,11877,15836,19795,23754,27713,39590,59385,73900,369500
USD,56,WANITA,Flexi Cermat,,15,5710,8031,10708,13385,16062,18739,26770,40155,53540,249850
USD,56,WANITA,Flexi Cermat,35,5,13463,20195,26926,33658,40389,47121,67315,94238,125650,628250
USD,56,WANITA,Flexi Cermat,,10,7414,10425,13900,17375,20850,24325,34750,52125,69500,324350
USD,56,WANITA,Flexi Cermat,,15,4792,7188,8986,11233,13479,15726,22465,33698,44930,209650
IDR,57,PRIA,Flexi Amanah,YRT,1,17.0,25.4,33.9,42.4,50.9,59.3,84.8,127.1,169.5,847.5
IDR,57,PRIA,Flexi Amanah,5,5,20.4,30.6,40.8,51.0,61.2,71.4,102.1,153.1,204.1,1,020.5
IDR,57,PRIA,Flexi Amanah,10,10,24.5,36.8,49.0,61.3,73.5,85.8,122.6,183.8,245.1,1,225.5
IDR,57,PRIA,Flexi Berkah,53,5,149.7,224.5,299.4,374.2,449.0,523.9,700.0,1,047.8,1,397.0,6,985.0
IDR,57,PRIA,Flexi Berkah,,10,78.0,116.9,155.9,194.9,233.9,272.9,389.8,584.7,727.6,3,638.0
IDR,57,PRIA,Flexi Berkah,,15,56.2,79.1,105.5,131.8,158.2,184.6,263.7,395.5,527.3,2,460.5
IDR,57,PRIA,Flexi Cermat,15,5,157.6,236.4,315.2,394.1,472.9,551.7,788.1,1,182.2,1,576.2,7,881.0
IDR,57,PRIA,Flexi Cermat,,10,88.8,133.2,177.5,221.9,266.3,310.7,443.9,665.8,887.7,4,438.5
IDR,57,PRIA,Flexi Cermat,25,5,105.8,158.7,211.6,264.5,317.3,370.2,528.9,740.5,987.3,4,936.5
IDR,57,PRIA,Flexi Cermat,,10,62.9,88.4,117.9,147.4,176.8,206.3,294.7,442.1,589.4,2,750.5
IDR,57,PRIA,Flexi Cermat,,15,47.5,71.2,89.0,111.3,133.5,155.8,222.5,333.8,445.0,2,076.5
IDR,57,PRIA,Flexi Cermat,35,5,91.9,137.9,183.8,229.8,275.7,321.7,459.6,689.3,857.8,4,289.0
IDR,57,PRIA,Flexi Cermat,,10,53.0,75.0,99.4,124.3,149.1,174.0,248.5,372.8,497.0,2,319.0
IDR,57,PRIA,Flexi Cermat,,15,39.7,59.6,75.0,93.1,111.7,130.3,186.2,279.2,372.3,1,737.5
USD,57,PRIA,Flexi Amanah,YRT,1,1695,2543,3390,4238,5085,5933,8475,12713,16950,84750
USD,57,PRIA,Flexi Amanah,5,5,2041,3062,4082,5103,6123,7144,10205,15308,20410,102050
USD,57,PRIA,Flexi Amanah,10,10,2451,3677,4902,6128,7353,8579,12255,18383,24510,122550
USD,57,PRIA,Flexi Berkah,53,5,17784,26676,35568,44460,53352,62244,82990,124485,165980,829900
USD,57,PRIA,Flexi Berkah,,10,9263,13895,18526,23158,27789,32421,46315,69473,86450,432250
USD,57,PRIA,Flexi Berkah,,15,6797,9558,12744,15930,19116,22302,31860,47790,63720,297350
USD,57,PRIA,Flexi Cermat,15,5,18128,27192,36256,45320,54384,63448,90640,135960,181280,906400
USD,57,PRIA,Flexi Cermat,,10,9712,14568,19424,24280,29136,33992,48560,72840,97120,485600
USD,57,PRIA,Flexi Cermat,25,5,15983,23975,31966,39958,47949,55941,74585,111878,149170,745850
USD,57,PRIA,Flexi Cermat,,10,8201,12302,16402,20503,24603,28704,41005,61508,76550,382750
USD,57,PRIA,Flexi Cermat,,15,5946,8363,11150,13938,16725,19513,27875,41813,55750,260150
USD,57,PRIA,Flexi Cermat,35,5,15044,22566,30088,37610,45132,52654,70205,105308,140410,702050
USD,57,PRIA,Flexi Cermat,,10,7721,11582,15442,19303,23163,27024,38605,57908,72060,360300
USD,57,PRIA,Flexi Cermat,,15,5718,8040,10720,13400,16080,18760,26800,40200,53600,250150
IDR,57,WANITA,Flexi Amanah,YRT,1,10.7,16.1,21.5,26.9,32.2,37.6,53.7,80.6,107.4,537.0
IDR,57,WANITA,Flexi Amanah,5,5,12.4,18.5,24.7,30.9,37.1,43.3,61.8,92.7,123.6,618.0
IDR,57,WANITA,Flexi Amanah,10,10,14.4,21.6,28.9,36.1,43.3,50.5,72.2,108.2,144.3,721.5
IDR,57,WANITA,Flexi Berkah,53,5,134.5,201.8,269.0,336.3,403.5,470.8,672.6,941.6,1,255.4,6,277.0
IDR,57,WANITA,Flexi Berkah,,10,70.1,98.5,131.4,164.2,197.0,229.9,328.4,492.6,656.8,3,065.0
IDR,57,WANITA,Flexi Berkah,,15,50.6,75.0,94.9,118.6,142.3,166.0,237.2,355.8,474.4,2,214.0
IDR,57,WANITA,Flexi Cermat,15,5,149.2,223.8,298.3,372.9,447.5,522.1,745.9,1,118.8,1,491.7,7,458.5
IDR,57,WANITA,Flexi Cermat,,10,86.2,129.3,172.4,215.5,258.5,301.6,430.9,646.4,861.8,4,309.0
IDR,57,WANITA,Flexi Cermat,25,5,94.0,140.9,187.9,234.9,281.9,328.8,469.8,700.0,876.9,4,384.5
IDR,57,WANITA,Flexi Cermat,,10,54.8,77.0,102.7,128.3,154.0,179.7,256.7,385.0,513.3,2,395.5
IDR,57,WANITA,Flexi Cermat,,15,39.5,59.3,75.0,92.6,111.1,129.6,185.2,277.7,370.3,1,728.0
IDR,57,WANITA,Flexi Cermat,35,5,74.6,104.9,139.8,174.8,209.8,244.7,349.6,524.4,699.2,3,263.0
IDR,57,WANITA,Flexi Cermat,,10,42.3,63.5,79.3,99.2,119.0,138.8,198.3,297.5,396.6,1,851.0
IDR,57,WANITA,Flexi Cermat,,15,29.8,44.7,59.5,74.4,83.7,97.7,139.6,209.3,279.1,1,302.5
USD,57,WANITA,Flexi Amanah,YRT,1,1074,1611,2148,2685,3222,3759,5370,8055,10740,53700
USD,57,WANITA,Flexi Amanah,5,5,1236,1854,2472,3090,3708,4326,6180,9270,12360,61800
USD,57,WANITA,Flexi Amanah,10,10,1443,2165,2886,3608,4329,5051,7215,10823,14430,72150
USD,57,WANITA,Flexi Berkah,53,5,16934,25401,33868,42335,50802,59269,79025,118538,158050,790250
USD,57,WANITA,Flexi Berkah,,10,8819,13229,17638,22048,26457,30867,44095,66143,82310,411550
USD,57,WANITA,Flexi Berkah,,15,6533,9188,12250,15313,18375,21438,30625,45938,61250,285800
USD,57,WANITA,Flexi Cermat,15,5,18117,27176,36234,45293,54351,63410,90585,135878,181170,905850
USD,57,WANITA,Flexi Cermat,,10,9613,14420,19226,24033,28839,33646,48065,72098,96130,480650
USD,57,WANITA,Flexi Cermat,25,5,15458,23187,30916,38645,46374,54103,72140,108210,144280,721400
USD,57,WANITA,Flexi Cermat,,10,8018,12027,16036,20045,24054,28063,40090,60135,74840,374200
USD,57,WANITA,Flexi Cermat,,15,5783,8133,10844,13555,16266,18977,27110,40665,54220,253000
USD,57,WANITA,Flexi Cermat,35,5,14039,21059,28078,35098,42117,49137,70000,98273,131030,655150
USD,57,WANITA,Flexi Cermat,,10,7500,10862,14482,18103,21723,25344,36205,54308,70000,337900
USD,57,WANITA,Flexi Cermat,,15,4991,7487,9358,11698,14037,16377,23395,35093,46790,218350
IDR,58,PRIA,Flexi Amanah,YRT,1,18.6,27.9,37.2,46.5,55.8,65.1,93.1,139.6,186.1,930.5
IDR,58,PRIA,Flexi Amanah,5,5,22.5,33.7,44.9,56.1,67.4,78.6,112.3,168.4,224.5,1,122.5
IDR,58,PRIA,Flexi Amanah,10,10,27.0,40.6,54.1,67.6,81.1,94.6,135.2,202.8,270.4,1,352.0
IDR,58,PRIA,Flexi Berkah,52,5,150.6,225.9,301.2,376.5,451.8,527.1,702.8,1,054.2,1,405.6,7,028.0
IDR,58,PRIA,Flexi Berkah,,10,78.4,117.7,156.9,196.1,235.3,274.5,392.2,588.3,732.1,3,660.5
IDR,58,PRIA,Flexi Berkah,,15,56.4,79.4,105.8,132.3,158.7,185.2,264.6,396.8,529.1,2,469.0
IDR,58,PRIA,Flexi Cermat,15,5,158.5,237.7,317.0,396.2,475.5,554.7,792.5,1,188.7,1,584.9,7,924.5
IDR,58,PRIA,Flexi Cermat,,10,89.5,134.2,178.9,223.7,268.4,313.1,447.4,671.0,894.7,4,473.5
IDR,58,PRIA,Flexi Cermat,25,5,109.3,163.9,218.5,273.2,327.8,382.4,546.3,764.9,1,019.8,5,099.0
IDR,58,PRIA,Flexi Cermat,,10,64.8,91.2,121.6,152.0,182.4,212.8,304.0,455.9,607.9,2,837.0
IDR,58,PRIA,Flexi Cermat,,15,49.2,73.8,92.2,115.3,138.4,161.4,230.6,345.9,461.2,2,152.0
IDR,58,PRIA,Flexi Cermat,35,5,96.4,144.5,192.7,240.9,289.1,337.3,481.8,700.0,899.4,4,497.0
IDR,58,PRIA,Flexi Cermat,,10,55.3,77.8,103.8,129.7,155.6,181.6,259.4,389.1,518.8,2,421.0
IDR,58,PRIA,Flexi Cermat,,15,41.9,62.8,78.5,98.2,117.8,137.4,196.3,294.5,392.6,1,832.0
USD,58,PRIA,Flexi Amanah,YRT,1,1861,2792,3722,4653,5583,6514,9305,13958,18610,93050
USD,58,PRIA,Flexi Amanah,5,5,2245,3368,4490,5613,6735,7858,11225,16838,22450,112250
